timestamp,url,http_status,file_type,file_path,preview_detected,status,screenshot,error_message
2026-05-01T15:05:37,https://www.pixelssuite.com/convert-to-png,404,png,C:\Users\Hafzan\OneDrive\Desktop\ITPM Assignment 1\sample_image.png,True,PASS,C:\Users\Hafzan\OneDrive\Desktop\ITPM Assignment 1\results\preview_pass.png,
2026-05-04T23:02:47,https://www.pixelssuite.com/convert-to-png,404,png,C:\Users\Hafzan\OneDrive\Desktop\ITPM Assignment 1\sample_image.png,True,PASS,C:\Users\Hafzan\OneDrive\Desktop\ITPM Assignment 1\results\preview_pass.png,
